Fixed_Acidity,Volatile_Acidity,Citric_Acid,Residual_Sugar,Chlorides,Free_Sulfur_Dioxide,Total_Sulfur_Dioxide,Density,pH,Sulphates,Alcohol,Predicted_quality,Actual_Label,Predicted_Label,quality,Original_quality
-0.08,-0.61,0.06,-0.87,-0.69,0.54,0.13,-0.82,-0.36,-0.79,0.53,0,High,Medium,2.56,3
0.85,2.53,-2.32,-0.57,1.3,-1.17,-1.5,1.18,1.4,0.07,-0.91,0,Medium,Medium,-0.97,-1
0.01,-0.14,-1.05,-0.94,-0.46,-0.56,0.52,-0.45,-0.62,-0.95,-0.82,0,Medium,Medium,-0.97,-1
0.01,0.8,-0.53,-0.54,-0.55,-0.38,-0.53,-2.04,-1.87,-1.11,2.38,1,High,High,2.56,3
-0.74,-0.61,-0.16,-0.8,0.01,1.09,1.27,-0.32,-0.1,-0.17,-0.99,0,Medium,Medium,-0.97,-1
-1.48,-1.14,-0.01,-0.89,-1.19,0.05,-0.88,-1.61,0.68,-0.64,0.91,0,Medium,Medium,0.2,0
1.04,2.46,-0.61,-0.71,2.17,-0.99,-0.64,1.07,-0.23,1.4,-0.99,0,Medium,Medium,-0.97,-1
0.76,-0.21,-0.31,0.81,-0.73,-0.62,-0.07,-0.14,-1.74,-0.48,0.95,0,Medium,Medium,0.2,0
-0.46,0.13,-0.9,1.28,0.37,-0.93,-0.62,0.57,-0.62,-1.11,-0.57,0,Low,Medium,-2.15,-2
0.29,-0.87,0.36,-0.89,-0.64,0.85,-0.09,-0.61,0.88,-1.42,-0.57,0,Medium,Medium,0.2,0
-0.74,-0.67,1.33,0.48,-0.09,2.25,1.73,0.29,0.03,-1.42,-0.91,0,Medium,Medium,-0.97,-1
-0.83,-0.47,-0.83,0.69,-0.23,0.3,-0.09,0.05,-0.75,-0.79,-0.15,0,Medium,Medium,0.2,0
-0.74,-0.01,-0.83,0.18,-0.55,-0.38,0.52,-0.02,-0.49,0.85,-0.57,0,Medium,Medium,-0.97,-1
-0.64,-0.54,0.73,0.83,-0.46,1.64,1.05,0.79,-1.47,-0.64,-1.24,0,Medium,Medium,-0.97,-1
-0.83,-0.47,0.44,0.48,-0.23,1.46,1.56,0.33,-0.23,-0.32,-0.91,0,Medium,Medium,0.2,0
-0.64,0.26,-0.46,-0.73,1.02,-0.56,-1.23,1.11,2.26,0.77,-0.65,0,Medium,Medium,0.2,0
-0.27,-0.67,0.06,0.83,-0.27,1.03,0.79,0.08,-0.95,-0.01,-0.06,0,Medium,Medium,0.2,0
-0.64,0.19,-0.75,-0.66,-0.23,-0.25,-1.25,0.83,1.6,1.95,-0.74,0,Medium,Medium,0.2,0
-0.46,-0.94,-0.46,-0.89,0.01,0.24,1.19,-0.28,0.49,-0.79,-0.99,0,High,Medium,1.38,1
0.85,0.19,0.88,1.18,0.05,-0.07,0.55,1.4,1.14,-0.48,-0.91,0,Medium,Medium,0.2,0
-0.36,-1.07,1.4,-0.68,-0.41,-0.19,0.11,-0.72,-0.49,-0.56,-0.23,0,Medium,Medium,0.2,0
-0.83,0.19,0.51,-0.43,-0.96,-0.62,-0.49,-1.7,-1.08,-1.5,1.2,0,High,Medium,1.38,1
-1.2,-1.41,-0.75,-0.87,0.19,0.3,0.09,-1.25,0.62,-1.5,0.7,0,Medium,Medium,0.2,0
-0.18,-0.34,-0.01,0.51,-0.55,1.03,0.96,0.11,0.42,0.38,0.02,0,High,Medium,1.38,1
-1.2,-0.14,-0.01,0.58,0.01,1.52,2.09,0.21,-0.23,-0.48,-0.65,0,Medium,Medium,-0.97,-1
-1.11,-1.07,-0.23,-1.01,-1.15,-1.54,-1.61,-1.59,-0.62,-1.58,0.02,0,Medium,Medium,-0.97,-1
-0.08,-1.21,-0.23,2.26,-0.04,-0.07,0.61,1.3,-1.74,-1.03,-1.33,0,High,Medium,1.38,1
0.11,-0.01,-0.68,-0.12,-0.96,-1.23,-0.79,-1.27,-1.67,-0.01,1.37,0,High,Medium,1.38,1
0.39,0.33,0.14,-0.01,-0.32,-0.01,0.28,-0.04,0.62,-0.64,0.27,0,Medium,Medium,0.2,0
-0.36,1.33,-0.16,-0.17,0.79,-0.62,-0.04,-1.49,-0.04,0.54,2.38,0,Medium,Medium,0.2,0
-0.83,-0.21,0.06,-0.87,0.1,-0.19,1.23,-0.59,0.49,-0.72,-0.4,0,Medium,Medium,-0.97,-1
-1.11,-0.54,-0.46,1.46,0.01,-0.01,0.9,0.97,0.1,-0.64,-0.91,0,Medium,Medium,0.2,0
-0.46,2.63,-0.83,0.65,0.97,-0.07,-0.68,1.22,0.42,0.15,-1.16,0,Medium,Medium,-0.97,-1
-0.55,0.63,0.66,1.88,-0.64,1.76,2.3,1.29,0.03,0.38,-1.33,0,Medium,Medium,-0.97,-1
-1.76,-0.74,1.11,0.27,0.65,0.66,1.3,-0.24,-0.23,-0.79,-0.71,0,Medium,Medium,-0.97,-1
-0.08,0.46,-0.46,-0.75,-0.09,1.27,1.34,-0.92,-1.47,0.22,0.7,0,Medium,Medium,0.2,0
0.01,-0.81,0.29,-0.59,-0.55,0.66,1.29,-1.08,0.62,0.3,1.62,0,Medium,Medium,0.2,0
-1.02,-1.07,0.14,0.23,-0.73,-0.01,-0.09,-0.24,0.62,0.46,-0.37,1,High,High,1.38,1
-0.08,0.19,-1.28,1.53,-0.41,0.3,2.06,1.22,-0.62,-0.09,-1.41,0,Medium,Medium,-0.97,-1
2.91,2.1,0.36,-0.75,0.05,-1.54,-1.87,1.4,-0.36,-0.79,-0.48,0,Medium,Medium,0.2,0
0.85,0.6,-1.05,-0.71,0.97,-1.48,-1.8,1.04,0.42,0.7,-1.16,0,Medium,Medium,0.2,0
-0.46,0.33,-0.16,-0.5,-0.78,-0.93,-0.27,-1.84,-1.21,-1.19,1.62,0,Medium,Medium,0.2,0
-0.83,-0.87,0.14,0.09,-1.1,-0.56,-0.75,-1.5,0.88,-0.87,2.47,1,High,High,1.38,1
-0.74,0.19,-0.83,-0.71,-0.18,1.09,1.38,-0.5,-0.36,-0.09,-0.82,0,Medium,Medium,-0.97,-1
-0.74,-0.47,-0.75,-0.24,-1.01,-0.38,0.17,-1,-1.08,-1.42,0.11,0,Medium,Medium,0.2,0
-1.02,1.66,-0.83,-0.61,1.07,-0.93,-1.21,0.13,2.32,1.17,1.62,0,Medium,Medium,0.2,0
-0.64,-1.41,-0.08,-0.92,-0.96,0.42,-0.4,-1.59,-1.41,0.3,0.95,0,Medium,Medium,0.2,0
2.91,-0.27,1.33,-0.57,0.33,-1.54,-1.89,1.18,-1.15,1.72,-0.06,0,High,Medium,1.38,1
1.41,-0.74,0.36,-0.73,0.56,1.4,-0.72,0.62,1.6,2.73,0.36,0,High,Medium,1.38,1
-0.46,-0.14,0.44,0.27,0.01,-1.05,0.88,0.62,0.1,-1.03,-1.5,0,Low,Medium,-2.15,-2
1.23,-0.27,0.66,-0.78,0.7,-1.35,-1.76,0.62,1.08,0.62,-0.06,0,Medium,Medium,-0.97,-1
-0.55,-0.27,0.06,-0.47,-0.73,0.48,-0.42,-1.33,-0.43,0.54,1.2,1,Medium,High,0.2,0
-1.76,1.8,-1.8,0.46,-0.36,0.17,0.57,0.04,0.68,0.46,-0.74,0,Medium,Medium,-0.97,-1
0.48,-0.74,0.21,1.09,-0.78,-0.25,0.5,0.79,-0.95,-0.25,-0.65,0,Medium,Medium,0.2,0
-0.18,-0.34,-0.08,-0.8,-0.23,0.97,0.29,-0.9,0.82,-1.11,0.44,0,High,Medium,1.38,1
-0.83,2.46,-1.2,0.02,1.11,-1.05,-1.63,0.69,2.06,0.62,1.12,0,Medium,Medium,0.2,0
0.29,-0.87,-0.16,-0.78,-0.23,-0.86,-0.29,-0.67,0.36,-0.56,0.02,0,Medium,Medium,0.2,0
-0.18,1,-0.83,-0.73,1.39,-1.29,-1.71,0.56,1.08,-0.72,-1.29,0,Low,Medium,-2.15,-2
0.76,-0.21,2.74,0.76,-0.09,0.45,2.98,-0.41,-1.41,-0.09,1.46,0,High,Medium,1.38,1
-0.08,-0.54,0.14,-0.68,-1.43,-0.8,-0.73,-1.47,0.23,-0.56,1.46,0,Medium,Medium,0.2,0
-1.3,-0.07,0.51,-0.07,-0.87,-0.44,-0.4,-1.18,1.27,-0.79,1.03,1,High,High,1.38,1
-0.83,-0.61,-0.31,2.75,-0.55,1.09,0.24,0.93,0.03,-1.11,-0.06,0,Medium,Medium,0.2,0
1.6,-1.07,0.51,-0.75,-0.55,0.54,0.59,-0.04,-0.43,1.17,-0.32,0,Medium,Medium,0.2,0
1.6,0.46,0.66,-0.66,1.25,-0.68,-1.17,1.33,1.4,0.93,-1.16,0,Medium,Medium,-0.97,-1
-0.08,0.86,-0.83,2.72,-0.27,1.21,1.25,1.68,-0.95,0.3,-0.99,0,Medium,Medium,-0.97,-1
-0.27,-0.87,-0.46,0.27,0.01,-0.5,-0.18,-0.29,-0.89,0.15,0.19,0,Medium,Medium,-0.97,-1
-1.39,-1.01,-0.01,-0.82,-0.64,-0.86,-0.59,-0.68,0.75,0.46,-0.4,0,Medium,Medium,0.2,0
0.67,-0.54,0.21,2.02,-0.36,2.19,1.25,1.96,-0.04,1.79,-1.41,0,Medium,Medium,-0.97,-1
1.04,-0.21,0.96,1.72,-0.41,1.33,0.7,0.08,-1.21,-1.5,1.2,1,Medium,High,0.2,0
-0.27,-0.74,0.29,2.91,-0.59,0.48,0.68,1.83,0.1,-0.79,-1.33,0,Medium,Medium,0.2,0
-0.27,-0.47,-0.53,0.65,0.01,1.46,1.8,0.64,-0.62,-0.4,-1.41,0,Medium,Medium,-0.97,-1
0.39,0.66,-0.08,-0.66,0.47,-1.48,-1.91,0.23,1.4,1.56,0.78,0,High,Medium,1.38,1
0.57,-0.37,-0.08,-0.94,-0.59,-0.68,-0.75,-0.82,-1.41,0.3,0.11,0,Medium,Medium,-0.97,-1
1.04,1.73,-2.32,-0.59,1.9,-0.68,-1.06,2.11,1.8,1.01,-1.08,0,Medium,Medium,0.2,0
0.29,-1.01,0.81,-0.68,-0.73,0.17,1.3,-0.18,1.14,-0.87,0.02,0,High,Medium,1.38,1
-0.74,-0.81,0.66,-0.78,-0.96,1.09,0.33,-0.93,1.27,-0.25,0.78,0,Medium,Medium,0.2,0
-0.36,-0.94,0.58,-0.94,-0.92,-0.99,-0.83,-1.86,0.55,-1.11,2.05,0,High,Medium,1.38,1
-1.02,-0.94,-0.16,-0.89,-0.27,-0.07,-0.44,-1.42,-0.04,0.07,0.61,0,Medium,Medium,0.2,0
-0.83,0.8,-0.83,-0.8,0.79,-1.66,-1.85,0.54,1.21,0.3,-1.16,0,Medium,Medium,-0.97,-1
-0.08,-1.07,0.81,-0.94,1.07,-0.68,-0.83,-1.17,0.62,0.77,0.7,0,Medium,Medium,0.2,0
0.01,-1.01,0.58,2.21,-0.04,1.09,0.74,1.85,0.82,2.03,-1.24,0,Medium,Medium,-0.97,-1
-0.36,-0.07,0.06,-0.78,-0.96,0.05,-0.04,-1.73,-0.69,-1.34,1.62,0,Medium,Medium,0.2,0
-0.18,-0.07,-1.2,0.72,-0.27,1.27,1.18,0.54,-0.62,-0.56,-1.41,0,Medium,Medium,-0.97,-1
